loc,total,deaths,discharged,date,active,perdeath,perdis,peractive
Chhattisgarh,668,2,188,2020-06-04,478,0.3,28.1,71.45
Dadar Nagar Haveli,8,0,1,2020-06-04,7,0.0,11.11,77.78
Delhi,23645,606,9542,2020-06-04,13497,2.56,40.35,57.08
Goa,79,0,57,2020-06-04,22,0.0,71.25,27.5
Gujarat,18100,1122,12212,2020-06-04,4766,6.2,67.47,26.33
Haryana,2954,23,1089,2020-06-04,1842,0.78,36.85,62.34
Himachal Pradesh,359,5,150,2020-06-04,204,1.39,41.67,56.67
Jammu and Kashmir,2857,34,1007,2020-06-04,1816,1.19,35.23,63.54
Jharkhand,752,5,321,2020-06-04,426,0.66,42.63,56.57
Karnataka,4063,53,1514,2020-06-04,2496,1.3,37.25,61.42
Kerala,1494,11,651,2020-06-04,832,0.74,43.55,55.65
Ladakh,90,1,48,2020-06-04,41,1.1,52.75,45.05
Madhya Pradesh,8588,371,5445,2020-06-04,2772,4.32,63.4,32.27
Maharashtra,74860,2587,32329,2020-06-04,39944,3.46,43.19,53.36
Manipur,118,0,38,2020-06-04,80,0.0,31.93,67.23
Meghalaya,33,1,13,2020-06-04,19,2.94,38.24,55.88
Mizoram,14,0,1,2020-06-04,13,0.0,6.67,86.67
Nagaland,58,0,0,2020-06-04,58,0.0,0.0,98.31
Odisha,2388,7,1416,2020-06-04,965,0.29,59.27,40.39
Puducherry,82,0,25,2020-06-04,57,0.0,30.12,68.67
Punjab,2376,47,2029,2020-06-04,300,1.98,85.36,12.62
Rajasthan,9652,209,6744,2020-06-04,2699,2.17,69.86,27.96
Sikkim,2,0,0,2020-06-04,2,0.0,0.0,66.67
Tamil Nadu,25872,208,14316,2020-06-04,11348,0.8,55.33,43.86
Telengana,3020,99,1556,2020-06-04,1365,3.28,51.51,45.18
Tripura,468,0,173,2020-06-04,295,0.0,36.89,62.9
Uttarakhand,1085,8,282,2020-06-04,795,0.74,25.97,73.2
Uttar Pradesh,8729,229,5176,2020-06-04,3324,2.62,59.29,38.08
West Bengal,6508,345,2580,2020-06-04,3583,5.3,39.64,55.05
Andaman and Nicobar Islands,33,0,33,2020-06-05,0,0.0,97.06,0.0
Andhra Pradesh,4223,71,2539,2020-06-05,1613,1.68,60.11,38.19
Arunachal Pradesh,42,0,1,2020-06-05,41,0.0,2.33,95.35
Assam,1988,4,442,2020-06-05,1542,0.2,22.22,77.53
Bihar,4493,29,2210,2020-06-05,2254,0.65,49.18,50.16
Chandigarh,301,5,214,2020-06-05,82,1.66,70.86,27.15
Chhattisgarh,756,2,213,2020-06-05,541,0.26,28.14,71.47
Dadar Nagar Haveli,12,0,1,2020-06-05,11,0.0,7.69,84.62
Delhi,25004,650,9898,2020-06-05,14456,2.6,39.58,57.81
Goa,166,0,57,2020-06-05,109,0.0,34.13,65.27
Gujarat,18584,1155,12667,2020-06-05,4762,6.21,68.16,25.62
Haryana,3281,24,2134,2020-06-05,1123,0.73,65.02,34.22
Himachal Pradesh,383,5,179,2020-06-05,199,1.3,46.61,51.82
Jammu and Kashmir,3142,35,1048,2020-06-05,2059,1.11,33.34,65.51
Jharkhand,793,6,354,2020-06-05,433,0.76,44.58,54.53
Karnataka,4320,57,1610,2020-06-05,2653,1.32,37.26,61.4
Kerala,1588,14,690,2020-06-05,884,0.88,43.42,55.63
Ladakh,90,1,48,2020-06-05,41,1.1,52.75,45.05
Madhya Pradesh,8762,377,5637,2020-06-05,2748,4.3,64.33,31.36
Maharashtra,77793,2710,33681,2020-06-05,41402,3.48,43.3,53.22
Manipur,124,0,38,2020-06-05,86,0.0,30.4,68.8
Meghalaya,33,1,13,2020-06-05,19,2.94,38.24,55.88
Mizoram,17,0,1,2020-06-05,16,0.0,5.56,88.89
Nagaland,80,0,0,2020-06-05,80,0.0,0.0,98.77
Odisha,2478,7,1416,2020-06-05,1055,0.28,57.12,42.56
Puducherry,82,0,25,2020-06-05,57,0.0,30.12,68.67
Punjab,2415,47,2043,2020-06-05,325,1.95,84.56,13.45
Rajasthan,9862,213,7104,2020-06-05,2545,2.16,72.03,25.8
Sikkim,2,0,0,2020-06-05,2,0.0,0.0,66.67
Tamil Nadu,27256,220,14902,2020-06-05,12134,0.81,54.67,44.52
Telengana,3147,105,1587,2020-06-05,1455,3.34,50.41,46.22
Tripura,644,0,173,2020-06-05,471,0.0,26.82,73.02
Uttarakhand,1153,10,297,2020-06-05,846,0.87,25.74,73.31
Uttar Pradesh,9237,245,5439,2020-06-05,3553,2.65,58.88,38.46
West Bengal,6876,355,2768,2020-06-05,3753,5.16,40.25,54.57
Andaman and Nicobar Islands,33,0,33,2020-06-06,0,0.0,97.06,0.0
Andhra Pradesh,4303,73,2576,2020-06-06,1654,1.7,59.85,38.43
Arunachal Pradesh,45,0,1,2020-06-06,44,0.0,2.17,95.65
Assam,2153,4,498,2020-06-06,1651,0.19,23.12,76.65
Bihar,4596,29,2225,2020-06-06,2342,0.63,48.4,50.95
Chandigarh,304,5,222,2020-06-06,77,1.64,72.79,25.25
Chhattisgarh,879,2,244,2020-06-06,633,0.23,27.73,71.93
Dadar Nagar Haveli,14,0,1,2020-06-06,13,0.0,6.67,86.67
Delhi,26334,708,10315,2020-06-06,15311,2.69,39.17,58.14
Goa,196,0,65,2020-06-06,131,0.0,32.99,66.5
Gujarat,19094,1190,13003,2020-06-06,4901,6.23,68.1,25.67
Haryana,3597,24,2134,2020-06-06,1439,0.67,59.31,39.99
Himachal Pradesh,393,5,189,2020-06-06,199,1.27,47.97,50.51
Jammu and Kashmir,3324,36,1086,2020-06-06,2202,1.08,32.66,66.23
Jharkhand,881,7,410,2020-06-06,464,0.79,46.49,52.61
Karnataka,4835,57,1688,2020-06-06,3090,1.18,34.9,63.9
Kerala,1699,14,712,2020-06-06,973,0.82,41.88,57.24
Ladakh,97,1,48,2020-06-06,48,1.02,48.98,48.98
Madhya Pradesh,8996,384,5878,2020-06-06,2734,4.27,65.33,30.39
Maharashtra,80229,2849,35156,2020-06-06,42224,3.55,43.82,52.63
Manipur,132,0,41,2020-06-06,91,0.0,30.83,68.42
Meghalaya,33,1,13,2020-06-06,19,2.94,38.24,55.88
Mizoram,22,0,1,2020-06-06,21,0.0,4.35,91.3
Nagaland,94,0,0,2020-06-06,94,0.0,0.0,98.95
Odisha,2608,8,1604,2020-06-06,996,0.31,61.48,38.18
Puducherry,99,0,36,2020-06-06,63,0.0,36.0,63.0
Punjab,2461,48,2069,2020-06-06,344,1.95,84.04,13.97
Rajasthan,10084,218,7359,2020-06-06,2507,2.16,72.97,24.86
Sikkim,3,0,0,2020-06-06,3,0.0,0.0,75.0
Tamil Nadu,28694,232,15762,2020-06-06,12700,0.81,54.93,44.26
Telengana,3290,113,1627,2020-06-06,1550,3.43,49.44,47.1
Tripura,692,0,173,2020-06-06,519,0.0,24.96,74.89
Uttarakhand,1215,11,344,2020-06-06,860,0.9,28.29,70.72
Uttar Pradesh,9733,257,5648,2020-06-06,3828,2.64,58.02,39.33
West Bengal,7303,366,2912,2020-06-06,4025,5.01,39.87,55.11
Andaman and Nicobar Islands,33,0,33,2020-06-07,0,0.0,97.06,0.0
Andhra Pradesh,4510,73,2620,2020-06-07,1817,1.62,58.08,40.28
Arunachal Pradesh,47,0,1,2020-06-07,46,0.0,2.08,95.83
Assam,2397,4,547,2020-06-07,1846,0.17,22.81,76.98
Bihar,4915,30,2425,2020-06-07,2460,0.61,49.33,50.04
Chandigarh,309,5,273,2020-06-07,31,1.61,88.06,10.0
Chhattisgarh,923,4,266,2020-06-07,653,0.43,28.79,70.67
Dadar Nagar Haveli,19,0,1,2020-06-07,18,0.0,5.0,90.0
Delhi,27654,761,10664,2020-06-07,16229,2.75,38.56,58.68
Goa,267,0,65,2020-06-07,202,0.0,24.25,75.37
Gujarat,19592,1219,13316,2020-06-07,5057,6.22,67.96,25.81
Haryana,3952,24,2134,2020-06-07,1794,0.61,53.98,45.38
Himachal Pradesh,400,5,194,2020-06-07,201,1.25,48.38,50.12
Jammu and Kashmir,3467,39,1126,2020-06-07,2302,1.12,32.47,66.38
Jharkhand,1000,7,473,2020-06-07,520,0.7,47.25,51.95
Karnataka,5213,59,1968,2020-06-07,3186,1.13,37.74,61.1
Kerala,1807,15,762,2020-06-07,1030,0.83,42.15,56.97
Ladakh,99,1,48,2020-06-07,50,1.0,48.0,50.0
Madhya Pradesh,9228,399,6108,2020-06-07,2721,4.32,66.18,29.48
Maharashtra,82968,2969,37390,2020-06-07,42609,3.58,45.07,51.36
Manipur,157,0,52,2020-06-07,105,0.0,32.91,66.46
Meghalaya,33,1,13,2020-06-07,19,2.94,38.24,55.88
Mizoram,24,0,1,2020-06-07,23,0.0,4.0,92.0
Nagaland,107,0,0,2020-06-07,107,0.0,0.0,99.07
Odisha,2781,8,1716,2020-06-07,1057,0.29,61.68,37.99
Puducherry,99,0,36,2020-06-07,63,0.0,36.0,63.0
Punjab,2515,50,2092,2020-06-07,373,1.99,83.15,14.83
Rajasthan,10331,231,7501,2020-06-07,2599,2.24,72.6,25.15
Sikkim,7,0,0,2020-06-07,7,0.0,0.0,87.5
Tamil Nadu,30152,251,16395,2020-06-07,13506,0.83,54.37,44.79
Telengana,3496,123,1710,2020-06-07,1663,3.52,48.9,47.56
Tripura,747,0,173,2020-06-07,574,0.0,23.13,76.74
Uttarakhand,1303,11,423,2020-06-07,869,0.84,32.44,66.64
Uttar Pradesh,9733,257,5648,2020-06-07,3828,2.64,58.02,39.33
West Bengal,7738,383,3119,2020-06-07,4236,4.95,40.3,54.74
Andaman and Nicobar Islands,33,0,33,2020-06-08,0,0.0,97.06,0.0
Andhra Pradesh,4708,75,2682,2020-06-08,1951,1.59,56.95,41.43
Arunachal Pradesh,51,0,1,2020-06-08,50,0.0,1.92,96.15
Assam,2565,4,615,2020-06-08,1946,0.16,23.97,75.84
Bihar,5088,30,2480,2020-06-08,2578,0.59,48.73,50.66
Chandigarh,314,5,273,2020-06-08,36,1.59,86.67,11.43
Chhattisgarh,1073,4,283,2020-06-08,786,0.37,26.35,73.18
Dadar Nagar Haveli,20,0,2,2020-06-08,18,0.0,9.52,85.71
Delhi,28936,812,10999,2020-06-08,17125,2.81,38.01,59.18
Goa,300,0,65,2020-06-08,235,0.0,21.59,78.07
Gujarat,20070,1249,13635,2020-06-08,5186,6.22,67.93,25.84
Haryana,4448,28,2134,2020-06-08,2286,0.63,47.97,51.38
Himachal Pradesh,413,5,224,2020-06-08,184,1.21,54.11,44.44
Jammu and Kashmir,4087,41,1216,2020-06-08,2830,1.0,29.75,69.23
Jharkhand,1099,7,490,2020-06-08,602,0.64,44.55,54.73
Karnataka,5452,61,2132,2020-06-08,3259,1.12,39.1,59.77
Kerala,1914,15,803,2020-06-08,1096,0.78,41.93,57.23
Ladakh,103,1,50,2020-06-08,52,0.96,48.08,50.0
Madhya Pradesh,9401,412,6331,2020-06-08,2658,4.38,67.34,28.27
Maharashtra,85975,3060,39314,2020-06-08,43601,3.56,45.73,50.71
Manipur,172,0,52,2020-06-08,120,0.0,30.06,69.36
Meghalaya,36,1,13,2020-06-08,22,2.7,35.14,59.46
Mizoram,34,0,1,2020-06-08,33,0.0,2.86,94.29
Nagaland,118,0,8,2020-06-08,110,0.0,6.72,92.44
Odisha,2856,9,1894,2020-06-08,953,0.32,66.29,33.36
Puducherry,99,0,36,2020-06-08,63,0.0,36.0,63.0
Punjab,2608,51,2106,2020-06-08,451,1.95,80.72,17.29
Rajasthan,10599,240,7641,2020-06-08,2718,2.26,72.08,25.64
Sikkim,7,0,0,2020-06-08,7,0.0,0.0,87.5
Tamil Nadu,31667,269,16999,2020-06-08,14399,0.85,53.68,45.47
Telengana,3650,137,1710,2020-06-08,1803,3.75,46.84,49.38
Tripura,800,0,192,2020-06-08,608,0.0,23.97,75.91
Uttarakhand,1355,13,528,2020-06-08,814,0.96,38.94,60.03
Uttar Pradesh,10536,275,6185,2020-06-08,4076,2.61,58.7,38.68
West Bengal,8187,396,3303,2020-06-08,4488,4.84,40.34,54.81
Andaman and Nicobar Islands,33,0,33,2020-06-09,0,0.0,97.06,0.0
Andhra Pradesh,4851,75,2745,2020-06-09,2031,1.55,56.57,41.86
Arunachal Pradesh,51,0,1,2020-06-09,50,0.0,1.92,96.15
Assam,2776,4,665,2020-06-09,2107,0.14,23.95,75.87
Bihar,5202,31,2499,2020-06-09,2672,0.6,48.03,51.35
Chandigarh,317,5,273,2020-06-09,39,1.57,85.85,12.26
Chhattisgarh,1160,4,308,2020-06-09,848,0.34,26.53,73.04
Dadar Nagar Haveli,22,0,2,2020-06-09,20,0.0,8.7,86.96
Delhi,29943,874,11357,2020-06-09,17712,2.92,37.93,59.15
Goa,330,0,67,2020-06-09,263,0.0,20.24,79.46
Gujarat,20545,1280,13956,2020-06-09,5309,6.23,67.93,25.84
Haryana,4854,39,2134,2020-06-09,2681,0.8,43.95,55.22
Himachal Pradesh,421,5,227,2020-06-09,189,1.18,53.79,44.79
Jammu and Kashmir,4285,45,1324,2020-06-09,2916,1.05,30.89,68.04
Jharkhand,1256,7,519,2020-06-09,730,0.56,41.29,58.07
Karnataka,5760,64,2519,2020-06-09,3177,1.11,43.73,55.15
Kerala,2005,16,814,2020-06-09,1175,0.8,40.58,58.57
Ladakh,103,1,52,2020-06-09,50,0.96,50.0,48.08
Madhya Pradesh,9638,414,6536,2020-06-09,2688,4.3,67.81,27.89
Maharashtra,88528,3169,40975,2020-06-09,44384,3.58,46.28,50.13
Manipur,272,0,58,2020-06-09,214,0.0,21.25,78.39
